2.84292367846484e-05 1.49979744935269e-06 -2.12049764043291e-05 -3.83732780459977e-07 -3.29497728702315e-06 -7.23422376982229e-07 5.80485115460566e-06 7.86583115769359e-07 2.31793705805463e-05 -3.96755104575628e-06 2.5732142222054e-06 1.33166217710193e-06 5.66858915123327e-07 1.4073718124083e-06 -5.88814942435048e-06 -8.87214842436271e-06 5.83373698096941e-06 -8.54961146500326e-06 -3.17030504604509e-07 -2.86981948154175e-07 -2.80513216289681e-08 5.93575988927331e-08 6.12450401403341e-07 1.23881308255667e-07 -7.81033320376438e-08 -1.0279038276573e-07 1.40957628104509e-08 2.04035477830309e-07 -3.47771847311043e-07 2.36609160549714e-07 -5.04522604327719e-08 -9.56206560849706e-08 9.66388563453336e-09 2.62622090152452e-07 -3.50157486398426e-07 1.56662814344832e-07 -5.40649477363163e-06 
1.49979744935269e-06 1.92770013508435e-05 7.81199070485702e-06 -7.44689891133375e-07 1.00639880169166e-06 -3.57093674554531e-08 3.41268547622676e-06 1.63348354203069e-06 -2.23940939074984e-05 1.70508516855973e-06 -3.71773618411237e-06 -4.65294066643657e-06 6.66687229570528e-07 4.91689685318705e-07 5.98850412143761e-06 -6.7756437351647e-06 6.97623075789685e-06 -8.88676071167744e-06 -8.74245023804966e-08 -3.45188630764248e-07 1.83456648166328e-08 2.33568309313412e-08 -5.47461055206214e-07 1.11522906798678e-07 -4.64561847837487e-08 -1.23525727202095e-07 2.45053440729679e-09 1.01956957551514e-07 3.64825472020466e-07 1.74605283284394e-07 -6.93346505035133e-08 -1.26321642745999e-07 -2.31359376857946e-08 6.18207552056184e-08 3.70978219641216e-07 1.48251460761364e-07 -4.69130069796343e-06 
-2.12049764043291e-05 7.811990704857e-06 0.000201379535705442 -3.06508863522036e-06 8.46469808507025e-06 1.04016578591562e-06 -1.46875424561545e-05 1.19385278247413e-05 -0.000257715464381273 2.17715197718686e-06 -1.39123585578334e-05 -1.93710404593892e-06 3.96388518649483e-06 -2.13554966343629e-06 6.63428893867426e-05 6.54041208155317e-06 1.65778561633182e-06 1.60890791980375e-06 8.39782572296812e-08 3.77277601463252e-07 -7.51277737867278e-07 -2.1671538577512e-08 1.13189842232893e-07 -1.14484285349099e-07 8.38337759431912e-08 2.88112150092007e-08 4.8653618508407e-07 -9.63624739068448e-08 -8.79051996736866e-08 -2.61553376323678e-07 -1.64119283981725e-08 1.25759905069247e-07 4.08706650199945e-07 -1.00712474178905e-07 -9.3908373043424e-08 -2.1779274979596e-07 1.7736568274749e-06 
-3.83732780459978e-07 -7.44689891133373e-07 -3.06508863522035e-06 2.9765069906631e-05 -2.52861216348059e-05 2.27755435025153e-07 -3.6342685889676e-06 1.16384336354808e-06 2.70948185060537e-06 7.55319285831412e-06 3.24083640878715e-05 -1.43421609403535e-06 -8.32662072236308e-06 -7.92603908832255e-06 5.06260442249182e-06 5.39643349434898e-07 -7.58439858728768e-06 1.80940418759302e-06 4.71806123471833e-08 1.20899365207428e-07 1.69700419556959e-08 -3.26240603381935e-07 1.09141899825867e-07 -4.77109581993969e-07 2.42646478641131e-07 3.16033992465621e-07 8.41381986710842e-09 -6.46586225147636e-08 -7.40619647499932e-08 -1.36045865315901e-07 2.09716581679513e-07 2.73017522411592e-07 3.10242895371369e-08 -1.07166949136887e-07 -1.26753782366925e-07 -1.00866810110124e-07 5.11696535393663e-06 
-3.29497728702315e-06 1.00639880169166e-06 8.46469808507026e-06 -2.52861216348059e-05 0.000184757726388682 1.09729561476129e-05 1.76734087880202e-06 -1.88131940481413e-06 -1.20361742333319e-05 -1.81260548824006e-05 -0.000253732451330921 1.57797454191624e-05 6.55936827828165e-06 1.69400052112423e-06 1.12335089022939e-06 4.99999285517692e-06 5.72746320076999e-05 -2.98084382963726e-06 -2.14918994183841e-08 -1.66792794306271e-07 -4.32108560937185e-08 1.75819164593457e-07 -1.24276024357903e-06 5.67300055900664e-07 -1.34996393039417e-07 -3.82859666263103e-07 5.69241919372754e-08 8.81336815645835e-08 7.67589393712667e-07 1.21175550542489e-07 -1.92457524266618e-07 -2.73849076255507e-07 -2.21179771262874e-08 3.46504001091197e-08 8.13349506002434e-07 1.60338967468762e-07 -1.70159652510812e-06 
-7.23422376982228e-07 -3.57093674554516e-08 1.04016578591563e-06 2.27755435025151e-07 1.09729561476129e-05 1.94939767711654e-05 1.16611992523032e-06 -3.62555795342258e-06 -2.99016397789994e-06 2.67385216139016e-06 -3.16874530377246e-05 2.16401159321442e-06 -6.0680876852711e-06 -8.16836793880118e-06 6.3106673150106e-06 9.46192986342149e-07 7.54345613054146e-06 3.02035657876336e-07 4.46628087647312e-08 1.24151603426377e-07 1.33457169653947e-07 -1.64121587744804e-07 -9.83459745334977e-08 -4.65231585117339e-07 1.47140489545767e-07 2.6182483542867e-07 -7.10685102120965e-08 -4.87097190973376e-08 3.78287430238024e-08 -1.6720124710558e-07 1.33220363718153e-07 1.94175917911469e-07 -6.95384518616827e-08 -5.30264669292465e-08 1.45269227583678e-08 -1.88187820792072e-07 4.2561780080364e-06 
5.80485115460566e-06 3.41268547622677e-06 -1.46875424561544e-05 -3.6342685889676e-06 1.76734087880203e-06 1.16611992523031e-06 7.84379830550969e-05 -5.34622875406113e-05 1.58161715049072e-05 -5.08166853875112e-07 -9.36158449284596e-07 3.11698762129294e-07 4.46965342315534e-07 1.63497310463623e-06 -3.43041449326239e-06 -8.65198204836151e-06 2.88414557656875e-06 -2.82552523991908e-06 -5.39013814510833e-08 5.27616398017271e-08 2.14061695252776e-07 4.52720964325935e-09 -2.01104844821151e-08 5.60933918156035e-08 2.07402371518397e-09 -3.97277257082762e-08 -1.36784703651636e-07 4.26735325113728e-08 -3.96796317721387e-09 -3.23304245517986e-08 1.07753441947951e-08 -5.07461740269723e-08 -7.74971162567888e-08 1.14124766669585e-08 8.74161143570439e-09 -7.78452216226166e-09 -3.77626963694028e-06 
7.86583115769353e-07 1.63348354203068e-06 1.19385278247413e-05 1.16384336354808e-06 -1.88131940481414e-06 -3.62555795342258e-06 -5.34622875406114e-05 7.87588361138465e-05 -1.57700256473167e-05 2.31601875779199e-07 4.32897692384335e-07 -1.27863067294247e-07 1.44869007979206e-06 1.43452246907634e-06 2.07241112089564e-06 1.55158013588225e-06 2.3513476916926e-06 -4.56419519604128e-06 -1.0837939230669e-08 -5.420202227313e-09 -2.23236152384476e-07 2.20714395100584e-09 3.79237513002392e-08 -1.34803950528436e-07 -1.13210520565421e-08 1.00915521590157e-07 1.42413912338682e-07 4.10219012830386e-09 1.71433929559937e-09 -4.80042809638209e-09 -1.43778335474053e-08 9.11914158719614e-08 9.47132258561572e-08 2.66392144840871e-08 -2.44191999053902e-08 -3.19733621950742e-08 -1.63258777359891e-06 
2.31793705805463e-05 -2.23940939074983e-05 -0.000257715464381274 2.70948185060538e-06 -1.20361742333319e-05 -2.99016397789993e-06 1.58161715049073e-05 -1.57700256473167e-05 0.000449207849642856 -1.13444329681212e-06 2.3096664811916e-05 7.51451560623747e-07 -5.80180168307845e-06 6.42333630648469e-06 -0.000120948052381626 -4.37461400578103e-06 -7.73536316192627e-06 3.89041623498499e-06 -2.93457532365096e-08 -1.50645873056409e-07 -4.39408771737524e-07 6.96386918523364e-09 -2.34638596529329e-07 -6.56108704901302e-08 4.15008795857674e-08 3.95749186287188e-08 2.50255545345438e-07 6.62398957637509e-08 1.31691916813578e-07 1.12123796932953e-07 -6.7273663956013e-08 1.16992418558184e-07 2.03802025258706e-07 4.77029318744702e-08 1.6196521559098e-07 9.02857630417579e-08 -3.0580013460695e-07 
-3.96755104575628e-06 1.70508516855974e-06 2.17715197718687e-06 7.55319285831411e-06 -1.81260548824006e-05 2.67385216139016e-06 -5.08166853875109e-07 2.31601875779197e-07 -1.13444329681213e-06 8.85525117288015e-05 2.27608565874553e-05 -6.43599164979389e-05 -9.74824776161723e-06 -2.92868063394418e-06 3.39592629349101e-06 9.04565448541766e-07 -6.59130775541631e-06 1.23300460830826e-06 1.15721840423504e-08 5.39054445242937e-09 -4.04285811512547e-08 -4.5752353164989e-08 -4.44809899506717e-09 -9.09253766928704e-09 2.49389236580609e-09 2.3821927954101e-08 2.80508404251407e-08 -1.55496231670219e-08 4.38835592278149e-08 -1.4400275787506e-08 3.03017688650111e-08 5.33338358978287e-09 -2.24971400730128e-09 7.11845747889963e-09 -2.31725782339073e-08 -2.25517347334679e-08 4.07644410454659e-06 
